,name ,serving_size,calories,total_fat,saturated_fat,cholesterol,vitamin_a,vitamin_a_rae,vitamin_b12,vitamin_b6,vitamin_c,vitamin_e,tocopherol_alpha,vitamin_k,carbohydrate,fiber,sugars,fat
742,"Syrups, fudge-type, chocolate",100 g,350,8.9g,4g,1,2,1,0.06,0.02,0.2,2.63,2.63,2.5,62.90 g,2.8 g,34.82 g,8.90 g
743,"Corn, steamed (Navajo), white",100 g,386,5.2g,0.8g,0,0,0,0,0.289,0,0,0,0.8,75.20 g,16.6 g,6.47 g,5.18 g
744,"Fish, raw, mixed species, eel",100 g,184,12g,2.4g,126,3477,1043,3,0.067,1.8,4,4,0,0.00 g,0.0 g,0.00 g,11.66 g
745,"Spices, dried, coriander leaf",100 g,279,4.8g,0.1g,0,5850,293,0,0.61,566.7,1.03,1.03,1359.5,52.10 g,10.4 g,7.27 g,4.78 g
746,"Popovers, unenriched, dry mix",100 g,371,4.3g,1g,0,0,0,0.08,0.042,0.1,0,0,0,71.00 g,0,0,4.30 g
747,"Lemon grass (citronella), raw",100 g,99,0.5g,0.1g,0,6,0,0,0.08,2.6,0,0,0,25.31 g,0,0,0.49 g
748,"Candies, with almonds, nougat",100 g,398,1.7g,1.7g,0,1,0,0.01,0.02,0.3,2.77,2.77,0,92.39 g,3.3 g,44.97 g,1.67 g
749,"Fish, raw, Atlantic, mackerel",100 g,205,14g,3.3g,70,167,50,8.71,0.399,0.4,1.52,1.52,5,0.00 g,0.0 g,0.00 g,13.89 g
750,"Candies, REESE'S PIECES Candy",100 g,497,25g,16g,0,0,0,0.11,0.11,0,0.99,0.99,5.9,59.86 g,3.0 g,53.25 g,24.77 g
751,"Sauce, ready-to-serve, cheese",100 g,174,13g,6g,29,316,80,0.14,0.017,0.4,0,0,0,6.83 g,0.5 g,0.42 g,13.29 g
752,"Noodles, unenriched, dry, egg",100 g,384,4.4g,1.2g,84,62,17,0.29,0.216,0,0.37,0.37,0.5,71.27 g,3.3 g,1.88 g,4.44 g
753,"Egg, scrambled, cooked, whole",100 g,149,11g,3.3g,277,578,161,0.76,0.134,0,1.15,1.15,4,1.61 g,0.0 g,1.39 g,10.98 g
754,"Egg, raw, fresh, whole, goose",100 g,185,13g,3.6g,852,650,187,5.1,0.236,0,1.29,1.29,0.4,1.35 g,0.0 g,0.94 g,13.27 g
755,"Jujube, dried, fresh, Chinese",100 g,281,0.5g,,0,0,0,0,0,217.6,0,0,0,72.52 g,6.0 g,0,0.50 g
756,"GIRL SCOUTS, Trefoils Cookies",100 g,498,23g,7.3g,1,0,0,0,0,0,0,0,0,68.00 g,1.6 g,20.70 g,22.90 g
757,"Quail, raw, meat only, breast",100 g,123,3g,0.9g,58,37,11,0.47,0.53,5.1,0,0,0,0.00 g,0.0 g,0,2.99 g
758,"Blueberries, sweetened, dried",100 g,317,2.5g,0.2g,0,141,7,0,0.152,23.8,2.35,2.35,59.4,80.00 g,7.5 g,67.50 g,2.50 g
759,"McDONALD'S, Hot Mustard Sauce",100 g,190,7.3g,1g,0,0,0,0.23,0.06,0,0.86,0.86,0,29.08 g,5.0 g,21.76 g,7.31 g
760,"Candies, PAYDAY Bar, HERSHEYS",100 g,490,25g,4.8g,0,1,0,0.02,0.235,0,2.47,2.47,0,52.88 g,3.8 g,40.32 g,25.00 g
761,"Sauce, ready-to-serve, tartar",100 g,211,17g,3.3g,7,165,11,0.02,0.044,2.3,1.68,1.68,50.4,13.30 g,0.5 g,4.25 g,16.70 g
762,Pulled pork in barbecue sauce,100 g,168,4.4g,1.4g,35,264,13,0.41,0.248,0.2,0.89,0.89,1.4,18.74 g,1.2 g,15.20 g,4.42 g
763,"Sauce, thick, white, homemade",100 g,186,14g,3.4g,6,469,130,0.26,0.038,0.7,0.38,0.38,1.2,11.61 g,0.3 g,3.98 g,13.83 g
764,"Veal, broiled, cooked, ground",100 g,172,7.6g,3g,103,0,0,1.27,0.39,0,0.15,0.15,1.2,0.00 g,0.0 g,0.00 g,7.56 g
765,"Bison, raw, grass-fed, ground",100 g,146,7.2g,2.9g,55,0,0,1.94,0.383,0,0.19,0.19,1.2,0.05 g,0.0 g,0.00 g,7.21 g
766,"Bread, bollilo, Mexican, roll",100 g,318,5.8g,1.4g,1,5,1,0.13,0.105,0.2,0,0,10.9,55.77 g,2.2 g,3.55 g,5.80 g
767,"McDONALD'S, Chicken McNUGGETS",100 g,302,20g,3.3g,44,0,0,0.33,0.398,1.2,0,0,0,15.09 g,0,0.08 g,19.81 g
768,"Currants, raw, european black",100 g,63,0.4g,,0,230,12,0,0.066,181,1,1,0,15.38 g,0,0,0.41 g
769,"Pineapple, all varieties, raw",100 g,50,0.1g,,0,58,3,0,0.112,47.8,0.02,0.02,0.7,13.12 g,1.4 g,9.85 g,0.12 g
770,"Fish, raw, Atlantic, wolffish",100 g,96,2.4g,0.4g,46,375,113,2.03,0.4,0,0,0,0,0.00 g,0.0 g,0,2.39 g
771,"Cereals ready-to-eat, FAMILIA",100 g,388,6.3g,0.7g,0,6,1,0.29,0.1,0.6,1.16,1.16,3.8,73.80 g,8.5 g,23.20 g,6.30 g
772,"Leavening agents, baking soda",100 g,0,0g,,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0.00 g,0.00 g
773,"Asparagus, unprepared, frozen",100 g,24,0.2g,0.1g,0,948,47,0,0.111,31.8,0,0,0,4.10 g,1.9 g,0,0.23 g
774,"English muffins, whole-wheat",100 g,203,2.1g,0.3g,0,5,0,0,0.163,0,0.41,0.41,1,40.40 g,6.7 g,8.09 g,2.10 g
775,"Ice creams, light, chocolate",100 g,187,7.2g,4.4g,28,425,71,0.14,0.023,1.2,0.2,0.2,0.6,25.70 g,0.8 g,24.71 g,7.19 g
776,"Crackers, wheat, melba toast",100 g,374,2.3g,0.3g,0,0,0,0,0.103,0,0,0,0,76.40 g,7.4 g,0,2.30 g
777,"Crackers, plain, melba toast",100 g,390,3.2g,0.4g,0,0,0,0,0.098,0,0.43,0.43,0.9,76.60 g,6.3 g,0.94 g,3.20 g
778,"Crackers, plain, wafers, rye",100 g,334,0.9g,0.1g,0,5,0,0,0.271,0.1,0.8,0.8,5.7,80.40 g,22.9 g,1.01 g,0.90 g
779,"Apples, with skin, gala, raw",100 g,57,0.1g,,0,28,1,0,0.049,0,0.18,0.18,1.3,13.68 g,2.3 g,10.37 g,0.12 g
780,"Fish, dry heat, cooked, ling",100 g,111,0.8g,,51,115,35,0.65,0.351,0,0,0,0,0.00 g,0.0 g,0,0.82 g
781,"Fish, dry heat, cooked, cusk",100 g,112,0.9g,,53,69,21,1.2,0.447,0,0,0,0,0.00 g,0.0 g,0,0.88 g
782,"Peanut spread, reduced sugar",100 g,650,55g,10g,0,0,0,0,0.471,0,8.06,8.06,0.6,14.23 g,7.8 g,6.35 g,54.89 g
783,"Beerwurst, pork, beer salami",100 g,238,19g,6.3g,59,0,0,0.87,0.35,0,0,0,0,2.06 g,0.0 g,0,18.80 g
784,"Babyfood, junior, beef, meat",100 g,81,2.5g,1.2g,51,0,0,1.26,0.039,2.1,0.37,0.37,0.6,2.43 g,0.0 g,0.00 g,2.52 g
785,"Peppers, sauteed, red, sweet",100 g,133,13g,1.6g,0,2760,138,0,0.364,162.8,3.09,3.09,16.4,6.57 g,1.8 g,4.28 g,12.75 g
786,"Tree fern, with salt, cooked",100 g,40,0.1g,,0,200,10,0,0.179,30,0,0,0,10.78 g,3.7 g,0,0.07 g
787,"Pheasant, meat and skin, raw",100 g,181,9.3g,2.7g,71,177,53,0.77,0.66,5.3,0,0,0,0.00 g,0.0 g,0,9.29 g
788,"Oil, salad or cooking, olive",100 g,884,100g,14g,0,0,0,0,0,0,14.35,14.35,60.2,0.00 g,0.0 g,0.00 g,100.00 g
789,"Squash, raw, hubbard, winter",100 g,40,0.5g,0.1g,0,1367,68,0,0.154,11,0.16,0.16,1.3,8.70 g,3.9 g,3.95 g,0.50 g
790,"Rambutan, syrup pack, canned",100 g,82,0.2g,,0,3,0,0,0.02,4.9,0,0,0,20.87 g,0.9 g,0,0.21 g
791,"Fish, raw, Atlantic, herring",100 g,158,9g,2g,60,93,28,13.67,0.302,0.7,1.07,1.07,0.1,0.00 g,0.0 g,0.00 g,9.04 g
792,"Bologna, beef, pork, chicken",100 g,272,23g,7g,83,75,13,0.59,0.227,15.8,0.25,0.25,0.1,5.61 g,0.0 g,0.00 g,22.73 g
793,"DENNY'S, golden fried shrimp",100 g,319,20g,3.5g,83,6,2,0.4,0.085,0,2.61,2.61,35.3,20.93 g,1.5 g,0.75 g,20.01 g
794,"McDONALD'S, Hot Fudge Sundae",100 g,186,5.9g,3.6g,13,270,81,0.55,0.052,0,0.19,0.19,0,30.05 g,0.4 g,26.89 g,5.91 g
795,"Fish, raw, spanish, mackerel",100 g,139,6.3g,1.8g,76,130,39,2.4,0.4,1.6,0.69,0.69,0.1,0.00 g,0.0 g,0.00 g,6.30 g
796,"PEPPERIDGE FARM, White Bread",100 g,280,5.1g,1.3g,1,100,0,0,0,1.1,0,0,0,50.20 g,1.6 g,5.10 g,5.10 g
797,"Crackers, low sod m, cheese",100 g,503,25g,9.6g,13,156,17,0.46,0.553,0,0.3,0.3,11.2,58.20 g,2.4 g,0.28 g,25.30 g
798,"USDA Commodity, canned, pork",100 g,196,13g,4.2g,75,0,0,0.93,0.311,0,0.28,0.28,0,0.59 g,0.0 g,0.00 g,12.95 g
799,Orange Pineapple Juice Blend,100 g,51,0.1g,,0,17,1,0,0.061,40.7,0.07,0.07,0.1,12.20 g,0.2 g,10.57 g,0.08 g
800,"Beverages, hard cider, AMBER",100 g,56,0g,,0,27,1,0,0.021,2.3,0.09,0.09,1.1,5.92 g,0.0 g,5.92 g,0.00 g
801,"Babyfood, apple-banana juice",100 g,51,0.1g,,0,9,0,0,0.06,27.9,0.02,0.02,0,12.30 g,0.2 g,11.00 g,0.10 g
802,"Spices, ground, mustard seed",100 g,508,36g,2g,0,31,2,0,0.397,7.1,5.07,5.07,5.4,28.09 g,12.2 g,6.79 g,36.24 g
803,"ON THE BORDER, refried beans",100 g,144,5g,1.8g,6,0,0,0.1,0,0,0.1,0.1,2.1,17.52 g,8.2 g,0.84 g,5.00 g
804,"Cornmeal, white, whole-grain",100 g,362,3.6g,0.5g,0,3,0,0,0.304,0,0.42,0.42,0.3,76.89 g,7.3 g,0.64 g,3.59 g
805,"Ground turkey, raw, fat free",100 g,112,2g,0.5g,55,25,7,0.51,0.857,0,0.07,0.07,0,0.00 g,0.0 g,0.00 g,1.95 g
806,"Kanpyo, (dried gourd strips)",100 g,258,0.6g,,0,0,0,0,0.532,0.2,0,0,0,65.03 g,9.8 g,0,0.56 g
807,"Pancakes, reduced fat, plain",100 g,269,1.9g,,24,24,7,0.1,0.039,0,0.25,0.25,1.9,57.32 g,1.0 g,8.57 g,1.90 g
808,"Tennis Bread, plain (Apache)",100 g,258,1.1g,0.3g,0,0,0,0,0.059,0,0.07,0.07,0.2,53.26 g,2.6 g,3.01 g,1.05 g
809,"USDA Commodity, canned, beef",100 g,246,18g,8.6g,77,0,0,1.66,0.168,0,1.96,1.96,9.6,0.00 g,0.0 g,0.00 g,17.57 g
810,"Cockles, raw (Alaska Native)",100 g,79,0.7g,,0,0,0,0,0,0,0,0,0,4.70 g,0,0,0.70 g
811,"Yogurt, lowfat, plain, Greek",100 g,73,1.9g,1.2g,10,309,90,0.52,0.055,0.8,0.04,0.04,0.2,3.94 g,0.0 g,3.56 g,1.92 g
812,"Apples, with skin, fuji, raw",100 g,63,0.2g,,0,38,2,0,0.045,0,0.18,0.18,1,15.22 g,2.1 g,11.68 g,0.18 g
813,"Cheese, low sod m, parmesan",100 g,451,30g,19g,79,463,125,1.4,0.1,0,0.27,0.27,2,3.70 g,0.0 g,0.85 g,29.99 g
814,"Peppers, canned, hot pickled",100 g,22,0.4g,0.1g,0,870,43,0,0.105,12.3,0.9,0.9,21.9,4.56 g,2.6 g,1.60 g,0.40 g
815,"McDONALD'S, Hotcakes (plain)",100 g,228,5.8g,1.2g,13,57,3,0,0.077,0,0.7,0.7,0,38.27 g,1.4 g,8.84 g,5.84 g
816,"Lettuce, raw, cos or romaine",100 g,17,0.3g,,0,8710,436,0,0.074,4,0.13,0.13,102.5,3.29 g,2.1 g,1.19 g,0.30 g
817,"MURRAY, JACKS Vanilla Wafers",100 g,438,12g,3.8g,6,0,0,0,0.02,0,0,0,0,78.10 g,1.1 g,37.60 g,11.90 g
818,"Noodles, dry, soba, japanese",100 g,336,0.7g,0.1g,0,0,0,0,0.24,0,0,0,0,74.62 g,0,0,0.71 g
819,"Beverages, powder, Cocoa mix",100 g,398,4g,2.4g,0,4,1,0.35,0.114,0.2,0.19,0.19,0.9,83.73 g,3.7 g,65.55 g,4.00 g
820,"Game meat, raw, ground, deer",100 g,157,7.1g,3.4g,80,0,0,1.87,0.464,0,0.45,0.45,1.2,0.00 g,0.0 g,0.00 g,7.13 g
821,"Dessert topping, pressurized",100 g,264,22g,19g,0,78,4,0,0,0,0.85,0.85,5.5,16.07 g,0.0 g,16.07 g,22.30 g
822,"Cheese, reduced fat, cheddar",100 g,309,20g,13g,76,522,145,1.41,0.084,0,0.48,0.48,1.5,4.06 g,0.0 g,0.26 g,20.41 g
823,"Cream, light whipping, fluid",100 g,292,31g,19g,111,1013,279,0.2,0.028,0.6,0.88,0.88,2.7,2.96 g,0.0 g,2.96 g,30.91 g
824,"Cream, heavy whipping, fluid",100 g,340,36g,23g,113,1470,411,0.16,0.035,0.6,0.92,0.92,3.2,2.74 g,0.0 g,2.92 g,36.08 g
825,"Pinon Nuts, roasted (Navajo)",100 g,541,34g,3.2g,0,0,0,0,0.116,0,11.3,11.3,0,51.06 g,43.4 g,0,34.08 g
826,"Mothbeans, raw, mature seeds",100 g,343,1.6g,0.4g,0,32,2,0,0.366,4,0,0,0,61.52 g,0,0,1.61 g
827,"Bread, toasted, pumpernickel",100 g,275,3.4g,0.5g,0,0,0,0,0.124,0,0.46,0.46,0.9,52.20 g,7.1 g,0.58 g,3.40 g
828,"Bread, enriched, white, pita",100 g,275,1.2g,0.2g,0,0,0,0,0.034,0,0.3,0.3,0.2,55.70 g,2.2 g,1.30 g,1.20 g
829,"Beef, raw, ground, grass-fed",100 g,198,13g,5.3g,62,0,0,1.97,0.355,0,0.35,0.35,1.1,0.00 g,0.0 g,0.00 g,12.73 g
830,"Muffins, dry mix, wheat bran",100 g,396,12g,2.9g,0,0,0,0,0.282,0,0,0,0,73.00 g,0,0,12.00 g
831,"Candies, semisweet chocolate",100 g,480,30g,18g,0,0,0,0,0.035,0,0.26,0.26,5.6,63.90 g,5.9 g,54.50 g,30.00 g
832,"Sauce, dry, cheese sauce mix",100 g,438,18g,8.4g,23,202,56,0.46,0.182,0.9,0,0,0,60.52 g,1.0 g,10.26 g,18.33 g
833,"Cranberry juice, unsweetened",100 g,46,0.1g,,0,45,2,0,0.052,9.3,1.2,1.2,5.1,12.20 g,0.1 g,12.10 g,0.13 g
834,"Ostrich, cooked, tip trimmed",100 g,145,2.6g,1g,85,0,0,6.25,0.545,0,0.23,0.23,0,0.00 g,0.0 g,0.00 g,2.57 g
835,"Cake, dry mix, light, yellow",100 g,404,5.5g,1.4g,0,13,4,0.11,0.026,0,0,0,0,84.10 g,1.3 g,0,5.50 g
836,"Buckwheat flour, whole-groat",100 g,335,3.1g,0.7g,0,0,0,0,0.582,0,0.32,0.32,7,70.59 g,10.0 g,2.60 g,3.10 g
837,"Sweet potato, mashed, canned",100 g,101,0.2g,,0,8699,435,0,0.235,5.2,1.09,1.09,2.4,23.19 g,1.7 g,5.45 g,0.20 g
838,"Sausage, smoked, hot, turkey",100 g,158,8.8g,3.4g,53,144,43,0.43,0.381,30.4,0.09,0.09,0.8,4.65 g,0.3 g,3.20 g,8.75 g
839,"Pastrami, 98% fat-free, beef",100 g,95,1.2g,,47,0,0,1.76,0.18,34.6,0,0,0,1.54 g,0.0 g,0.00 g,1.16 g
840,"Fish, dry heat, cooked, scup",100 g,135,3.5g,,67,104,31,1.62,0.346,0,0,0,0,0.00 g,0.0 g,0,3.50 g
841,"Fish, dry heat, cooked, spot",100 g,158,6.3g,1.9g,77,115,35,3.46,0.462,0,0,0,0,0.00 g,0.0 g,0,6.28 g
842,"Rice, raw, long-grain, brown",100 g,367,3.2g,0.6g,0,0,0,0,0.477,0,0.6,0.6,0.6,76.25 g,3.6 g,0.66 g,3.20 g
843,"Babyfood, junior, lamb, meat",100 g,112,5.2g,2.6g,38,27,8,2.27,0.183,1.7,0.4,0.4,0,0.00 g,0.0 g,0.00 g,5.20 g
844,"Oil, and olive, peanut, corn",100 g,884,100g,14g,0,0,0,0,0,0,14.78,14.78,21,0.00 g,0.0 g,0.00 g,100.00 g
845,"Soy flour, roasted, full-fat",100 g,439,22g,3.2g,0,122,6,0,0.351,0,1.98,1.98,71,30.38 g,9.7 g,7.61 g,21.86 g
846,"Fish, dry heat, cooked, carp",100 g,162,7.2g,1.4g,84,32,10,1.47,0.219,1.6,0,0,0,0.00 g,0.0 g,0,7.17 g
847,"Fish, raw, european, anchovy",100 g,131,4.8g,1.3g,60,50,15,0.62,0.143,0,0.57,0.57,0.1,0.00 g,0.0 g,0.00 g,4.84 g
848,"Game meat, raw, wild, rabbit",100 g,114,2.3g,0.7g,81,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0,2.32 g
849,"PACE, Dry Taco Seasoning Mix",100 g,188,0g,,0,9381,0,0,0,45,0,0,0,56.29 g,18.8 g,18.76 g,0.00 g
850,"Alfalfa seeds, raw, sprouted",100 g,23,0.7g,0.1g,0,155,8,0,0.034,8.2,0.02,0.02,30.5,2.10 g,1.9 g,0.20 g,0.69 g
851,"Squash, raw (Navajo), Indian",100 g,26,0.2g,,0,0,0,0,0.058,4.5,0,0,0,5.64 g,0,3.54 g,0.20 g
852,"Fish, raw, Atlantic, croaker",100 g,104,3.2g,1.1g,61,41,12,2.5,0.3,0,1.29,1.29,0.1,0.00 g,0.0 g,0.00 g,3.17 g
853,"SMART SOUP, Greek Minestrone",100 g,40,0.5g,,0,0,0,0,0,0,0,0,0,8.40 g,2.7 g,2.70 g,0.53 g
854,"Cream, lowfat, half and half",100 g,72,5g,3.3g,17,170,47,0.19,0.05,0,0.12,0.12,0.6,3.33 g,0.0 g,3.33 g,5.00 g
855,"Babyfood, mixed fruit, juice",100 g,47,0.1g,,0,42,2,0,0.043,63.6,0.04,0.04,0.9,11.70 g,0.1 g,8.46 g,0.10 g
856,"Milk shakes, thick chocolate",100 g,119,2.7g,1.7g,11,67,18,0.32,0.025,0,0.05,0.05,0.2,21.15 g,0.3 g,20.85 g,2.70 g
857,"Grapefruit juice, raw, white",100 g,39,0.1g,,0,10,1,0,0.044,38,0.22,0.22,0,9.20 g,0.1 g,9.10 g,0.10 g
858,"Babyfood, arrowroot, cookies",100 g,424,10g,1g,0,0,0,0.07,0.04,5.5,3.86,3.86,0.5,75.40 g,0.2 g,0,10.00 g
859,"Fish, raw, Atlantic, pollock",100 g,92,1g,0.1g,71,46,14,3.19,0.287,0,0.23,0.23,0.1,0.00 g,0.0 g,0.00 g,0.98 g
860,"Egg, raw, fresh, whole, duck",100 g,185,14g,3.7g,884,674,194,5.4,0.25,0,1.34,1.34,0.4,1.45 g,0.0 g,0.93 g,13.77 g
861,"McDONALD'S, Sausage McMUFFIN",100 g,333,21g,7.3g,39,260,0,0.45,0.153,0,0.28,0.28,0,24.52 g,1.4 g,1.93 g,21.06 g
862,HEALTHY REQUEST Tomato juice,100 g,21,0g,,0,2058,0,0,0,29.6,5.56,5.56,0,4.53 g,0.8 g,3.70 g,0.00 g
863,"Crackers, whole-wheat, matzo",100 g,351,1.5g,0.2g,0,0,0,0,0.159,0,0,0,0,78.90 g,11.8 g,0,1.50 g
864,"Soup, dry, cubed, beef broth",100 g,170,4g,2g,4,1,0,1,0.2,0,0,0,0,16.10 g,0.0 g,14.51 g,4.00 g
865,"Puddings, ready-to-eat, rice",100 g,108,2.2g,1.2g,12,69,19,0.15,0.052,1.3,0.07,0.07,0.2,18.39 g,0.3 g,11.59 g,2.15 g
866,"Pectin, dry mix, unsweetened",100 g,325,0.3g,0.1g,0,3,0,0,0.01,0,0,0,0,90.40 g,8.6 g,0,0.30 g
867,"Candies, CARAMELLO Candy Bar",100 g,462,21g,13g,27,303,0,0,0,1.7,0,0,0,63.81 g,1.2 g,56.92 g,21.19 g
868,"Veal, raw, external fat only",100 g,503,52g,19g,86,0,0,1.35,0.154,0,0.3,0.3,2.8,0.89 g,0.0 g,0.00 g,51.60 g
869,"Seeds, raw, breadfruit seeds",100 g,191,5.6g,1.5g,0,256,13,0,0.32,6.6,0,0,0,29.24 g,5.2 g,0,5.59 g
870,"Mushrooms, stir-fried, white",100 g,26,0.3g,,0,0,0,0,0.042,0,0,0,0,4.04 g,1.8 g,0.00 g,0.33 g
871,"Snacks, rolls, fruit leather",100 g,371,3g,0.7g,0,57,6,0,0.3,120,0.56,0.56,18.2,85.80 g,0.0 g,49.16 g,3.00 g
872,"Sauce, thin, white, homemade",100 g,105,6.7g,2.2g,8,262,73,0.3,0.041,0.8,0.17,0.17,0.6,7.40 g,0.1 g,4.78 g,6.73 g
873,"Sauce, ready-to-serve, salsa",100 g,29,0.2g,,0,461,23,0,0.172,1.9,1.28,1.28,4.3,6.64 g,1.9 g,4.01 g,0.17 g
874,"Peppers, raw, red, hot chili",100 g,40,0.4g,,0,952,48,0,0.506,143.7,0.69,0.69,14,8.81 g,1.5 g,5.30 g,0.44 g
875,"Squash, raw, scallop, summer",100 g,18,0.2g,,0,217,11,0,0.109,18,0.13,0.13,3.3,3.84 g,1.2 g,2.39 g,0.20 g
876,"Currants, raw, red and white",100 g,56,0.2g,,0,42,2,0,0.07,41,0.1,0.1,11,13.80 g,4.3 g,7.37 g,0.20 g
877,"Crustaceans, raw, blue, crab",100 g,87,1.1g,0.2g,78,5,2,9,0.15,3,0,0,0,0.04 g,0.0 g,0,1.08 g
878,"Pie fillings, cherry, canned",100 g,115,0.1g,,0,205,10,0,0.037,3.6,0,0,0,28.00 g,0.6 g,0,0.07 g
879,"Yogurt, nonfat, plain, Greek",100 g,59,0.4g,0.1g,5,4,1,0.75,0.063,0,0.01,0.01,0,3.60 g,0.0 g,3.24 g,0.39 g
880,"Crackers, reduced fat, wheat",100 g,444,13g,2.1g,0,0,0,0.14,0.15,0,1.18,1.18,24.7,71.52 g,3.4 g,15.01 g,13.37 g
881,"Gravy, powder, dry, mushroom",100 g,328,4g,2.4g,3,1,0,0.7,0.1,7,0.15,0.15,0.2,64.66 g,4.8 g,3.26 g,4.00 g
882,"Gravy, dry, unspecified type",100 g,344,8g,2.9g,4,0,0,0.7,0.1,7,0,0,0,58.00 g,0,0,8.00 g
883,"Seeds, low-fat, sesame flour",100 g,333,1.8g,0.2g,0,64,3,0,0.142,0,0,0,0,35.51 g,0,0,1.75 g
884,"Mushrooms, microwaved, white",100 g,35,0.5g,0.1g,0,0,0,0,0.049,0,0,0,0,6.04 g,2.5 g,0.00 g,0.46 g
885,"Beverages, AMP, Energy drink",100 g,46,0.1g,,0,0,0,0.6,0.2,0,0,0,0,12.08 g,0.0 g,12.08 g,0.08 g
886,SILK Black Cherry soy yogurt,100 g,88,1.2g,,0,0,0,0,0,17.6,0,0,0,17.06 g,0.6 g,11.76 g,1.18 g
887,"Snack, original bar, BALANCE",100 g,415,12g,1.1g,1,5000,1496,1.24,0.89,11.2,5.84,5.84,1.3,48.73 g,3.1 g,34.89 g,12.00 g
888,"Beverages, well, tap, water",100 g,0,0g,,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0,0.00 g
889,"Chrysanthemum, raw, garland",100 g,24,0.6g,,0,2320,116,0,0.176,1.4,0,0,350,3.02 g,3.0 g,0,0.56 g
890,"Stew, moose (Alaska Native)",100 g,55,0.5g,,0,1043,0,0,0.03,1,0,0,0,6.00 g,0.5 g,0,0.50 g
891,"Ice creams, rich, chocolate",100 g,251,17g,10g,60,713,201,0.18,0.033,0.5,0.46,0.46,1.5,19.78 g,0.9 g,17.35 g,16.98 g
892,"Oil, walrus (Alaska Native)",100 g,900,100g,,120,2600,0,0,0,0,0,0,0,0.00 g,0,0,100.00 g
893,"Grapefruit juice, raw, pink",100 g,39,0.1g,,0,440,22,0,0.044,38,0,0,0,9.20 g,0,0,0.10 g
894,"Babyfood, junior, ham, meat",100 g,97,3.8g,1.3g,29,0,0,0.1,0.2,2.1,0.4,0.4,0,3.70 g,0.0 g,0.00 g,3.80 g
895,"Radish seeds, raw, sprouted",100 g,43,2.5g,0.8g,0,391,20,0,0.285,28.9,0,0,0,3.60 g,0,0,2.53 g
896,"MORI-NU, firm, silken, Tofu",100 g,62,2.7g,0.4g,0,0,0,0,0.011,0,0,0,0,2.40 g,0.1 g,1.27 g,2.70 g
897,"MORI-NU, soft, silken, Tofu",100 g,55,2.7g,0.4g,0,0,0,0,0.011,0,0,0,0,2.90 g,0.1 g,1.31 g,2.70 g
898,"Bread, rye, reduced-calorie",100 g,203,2.9g,0.4g,0,4,0,0.04,0.077,0.4,0.28,0.28,0.6,40.50 g,12.0 g,2.29 g,2.90 g
899,"Snacks, air-popped, popcorn",100 g,387,4.5g,0.6g,0,196,10,0,0.157,0,0.29,0.29,1.2,77.78 g,14.5 g,0.87 g,4.54 g
900,"Muffins, dry mix, blueberry",100 g,293,3.3g,1.2g,0,18,1,0,0.082,2.3,0,0,0,61.00 g,1.4 g,32.73 g,3.25 g
901,"Frankfurter, unheated, beef",100 g,316,28g,11g,55,0,0,1.38,0.185,0,0.2,0.2,1.8,3.36 g,0.0 g,1.31 g,28.30 g
902,"Turkey, raw, giblets, whole",100 g,124,5.1g,1.5g,333,13129,3939,13.06,0.654,0,0.25,0.25,0,0.07 g,0.0 g,0.00 g,5.09 g
903,"Corn pudding, home prepared",100 g,131,5g,2.5g,72,296,57,0.31,0.127,3.7,0.27,0.27,0.5,16.97 g,1.2 g,6.59 g,5.04 g
904,"Popovers, enriched, dry mix",100 g,371,4.3g,1g,0,0,0,0.08,0.042,0.1,0,0,0,71.00 g,0,0,4.30 g
905,"Soybeans, raw, mature seeds",100 g,446,20g,2.9g,0,22,1,0,0.377,6,0.85,0.85,47,30.16 g,9.3 g,7.33 g,19.94 g
906,"Beef sausage, cooked, fresh",100 g,332,28g,11g,82,81,13,2.01,0.313,0,0.24,0.24,1.1,0.35 g,0.0 g,0.00 g,27.98 g
907,"Luncheon meat, canned, pork",100 g,334,30g,11g,62,0,0,0.9,0.21,1,0.26,0.26,0,2.10 g,0.0 g,0.00 g,30.30 g
908,"MURRAY, Vanilla Sugar Wafer",100 g,527,26g,8.6g,0,0,0,0,0,0,0,0,0,70.00 g,1.0 g,41.00 g,25.70 g
909,"Radishes, raw, white icicle",100 g,14,0.1g,,0,0,0,0,0.075,29,0,0,0,2.63 g,1.4 g,0,0.10 g
910,"Vinespinach, raw, (basella)",100 g,19,0.3g,,0,8000,400,0,0.24,102,0,0,0,3.40 g,0,0,0.30 g
911,"Syrups, high-fructose, corn",100 g,281,0g,,0,0,0,0,0,0,0,0,0,76.00 g,0.0 g,75.65 g,0.00 g
912,"Stew, steamed corn (Navajo)",100 g,112,3.8g,1.6g,0,0,0,0,0.12,0,0,0,0.7,10.80 g,2.3 g,0.51 g,3.75 g
913,"OSCAR MAYER, Bologna (beef)",100 g,316,29g,13g,64,0,0,1.43,0.17,0,0,0,0,2.45 g,0.0 g,1.40 g,29.10 g
914,"Ostrich, raw, outside strip",100 g,120,2.2g,0.8g,79,0,0,5.33,0.549,0,0.21,0.21,0,0.00 g,0.0 g,0.00 g,2.21 g
